,title,date,url,data_page_datail,cidade,local,tipo_evento
154,Coleção Liba e Rubem Knijnik: arte brasileira contemporânea,18/04/2001,https://enciclopedia.itaucultural.org.br/evento335731/colecao-liba-e-rubem-knijnik-arte-brasileira-contemporanea,18.04.2001 - 03.06.2001,Brasil / Rio Grande do Sul / Porto Alegre,,Coletiva
155,O Espírito de Nossa Época,19/04/2001,https://enciclopedia.itaucultural.org.br/evento249655/o-espirito-de-nossa-epoca,19.04.2001 - 17.06.2001,Brasil / São Paulo / São Paulo , Museu de Arte Moderna de São Paulo (MAM/SP),Coletiva
156,Espelho Cego: seleções de uma coleção contemporânea,03/05/2001,https://enciclopedia.itaucultural.org.br/evento271912/espelho-cego-selecoes-de-uma-colecao-contemporanea,03.05.2001 - 10.06.2001,Brasil / Rio de Janeiro / Rio de Janeiro , Paço Imperial ,Coletiva
157,Trajetória da Luz na Arte Brasileira ,13/05/2001,https://enciclopedia.itaucultural.org.br/evento242301/trajetoria-da-luz-na-arte-brasileira,13.05.2001 - 09.09.2001,Brasil / São Paulo / São Paulo , Itaú Cultural,Exposição
158,Aquarela Brasileira ,22/05/2001,https://enciclopedia.itaucultural.org.br/evento262387/aquarela-brasileira,22.05.2001 - 22.07.2001,Brasil / Rio de Janeiro / Rio de Janeiro , Centro Cultural Light,Coletiva
159,O Espírito de Nossa Época,08/08/2001,https://enciclopedia.itaucultural.org.br/evento249656/o-espirito-de-nossa-epoca,08.08.2001 - 30.09.2001,Brasil / Rio de Janeiro / Rio de Janeiro , Museu de Arte Moderna do Rio de Janeiro (MAM/RJ),Coletiva
160,Espelho Cego: seleções de uma coleção contemporânea,10/08/2001,https://enciclopedia.itaucultural.org.br/evento256424/espelho-cego-selecoes-de-uma-colecao-contemporanea,10.08.2001 - 09.09.2001,Brasil / São Paulo / São Paulo , Museu de Arte Moderna de São Paulo (MAM/SP),Coletiva
161,The Thread Unraveled: contemporary brazilian art,13/10/2001,https://enciclopedia.itaucultural.org.br/evento270083/the-thread-unraveled-contemporary-brazilian-art,13.10.2001 - 03.02.2002,Estados Unidos / Nova York / Nova York , El Museo del Barrio,O Fio da Trama: arte contemporânea brasileira 
162,Ceará Redescobre o Brasil,09/03/2002,https://enciclopedia.itaucultural.org.br/evento380157/ceara-redescobre-o-brasil,09.03.2002 - 09.06.2002,Brasil / Ceará / Fortaleza , Centro Dragão do Mar de Arte e Cultura ,Coletiva
163,Paralela 2002,22/03/2002,https://enciclopedia.itaucultural.org.br/evento279406/paralela-2002,22.03.2002 - 28.04.2002,Brasil / São Paulo / São Paulo , Galpão Vila Olímpia,"
            Classificação
            
Exposição

"
164,The Thread Unraveled: contemporary brazilian art,19/04/2002,https://enciclopedia.itaucultural.org.br/evento282381/the-thread-unraveled-contemporary-brazilian-art,19.04.2002 - 21.06.2002,Argentina / Buenos Aires / Buenos Aires , Museo de Arte Latinoamericano de Buenos Aires (Malba),"
            Classificação
            
Exposição

"
165,"Diálogo, Antagonismo e Replicação na Coleção Sattamini ",11/05/2002,https://enciclopedia.itaucultural.org.br/evento331358/dialogo-antagonismo-e-replicacao-na-colecao-sattamini,11.05.2002 - 28.06.2002,Brasil / Rio de Janeiro / Niterói , Museu de Arte Contemporânea de Niterói,Coletiva
166,Caminhos do Contemporâneo: 1952/2002 ,10/07/2002,https://enciclopedia.itaucultural.org.br/evento331330/caminhos-do-contemporaneo-1952-2002,10.07.2002 - 06.10.2002,Brasil / Rio de Janeiro / Rio de Janeiro , Paço Imperial ,Coletiva
167,Nefelibatas,19/07/2002,https://enciclopedia.itaucultural.org.br/evento330492/nefelibatas,19.07.2002 - 24.10.2002,Brasil / São Paulo / São Paulo , Museu de Arte Moderna de São Paulo (MAM/SP),Coletiva
168,O Plano como Estrutura da Forma,26/07/2002,https://enciclopedia.itaucultural.org.br/evento332694/o-plano-como-estrutura-da-forma,26.07.2002 - 01.09.2002,Brasil / São Paulo / São Paulo ," Espaço MAM - Villa-Lobos (São Paulo, SP)",Coletiva
169,Mapa do Agora: arte brasileira recente na Coleção João Sattamini do Museu de Arte Contemporânea de Niterói,21/08/2002,https://enciclopedia.itaucultural.org.br/evento335836/mapa-do-agora-arte-brasileira-recente-na-colecao-joao-sattamini-do-museu-de-arte-contemporanea-de-niteroi,21.08.2002 - 03.11.2002,Brasil / São Paulo / São Paulo , Instituto Tomie Ohtake,Coletiva
170,28 (+) Pintura ,07/11/2002,https://enciclopedia.itaucultural.org.br/evento339871/28-pintura,07.11.2002 - 30.11.2002,Brasil / São Paulo / São Paulo , Galeria Virgílio ,Coletiva
171,Pintura dos Anos 80,08/11/2002,https://enciclopedia.itaucultural.org.br/evento80325/pintura-dos-anos-80,08.11.2002 - 25.01.2003,Brasil / Rio de Janeiro / Rio de Janeiro ," Sala MAM-Cittá América (Rio de Janeiro, RJ)",Coletiva
172,Fragmentos a seu Ímã: obras primas do MAB,21/12/2002,https://enciclopedia.itaucultural.org.br/evento351089/fragmentos-a-seu-ima-obras-primas-do-mab,21.12.2002 - 01.02.2003,Brasil / Distrito Federal / Brasília , Espaço Cultural Contemporâneo Venâncio,Coletiva
173,2080 ,23/01/2003,https://enciclopedia.itaucultural.org.br/evento341157/2080,23.01.2003 - 06.04.2003,Brasil / São Paulo / São Paulo , Museu de Arte Moderna de São Paulo (MAM/SP),Coletiva
174,A Arte Atrás da Arte: onde ficam e como viajam as obras de arte,21/03/2003,https://enciclopedia.itaucultural.org.br/evento356318/a-arte-atras-da-arte-onde-ficam-e-como-viajam-as-obras-de-arte,21.03.2003 - 17.05.2003,Brasil / São Paulo / São Paulo ," Espaço MAM - Villa-Lobos (São Paulo, SP)",Coletiva
175,MAC USP 40 Anos: interfaces contemporâneas,08/04/2003,https://enciclopedia.itaucultural.org.br/evento357044/mac-usp-40-anos-interfaces-contemporaneas,08.04.2003 - 08.06.2003,Brasil / São Paulo / São Paulo , Museu de Arte Contemporânea da Universidade de São Paulo (MAC/USP),Coletiva
176,A Moda e Leonilson ,29/04/2003,https://enciclopedia.itaucultural.org.br/evento364468/a-moda-e-leonilson,29.04.2003 - 30.05.2003,Brasil / São Paulo / São Paulo ," Galeria do Hotel Lycra (São Paulo, SP)",Individual
177,Meus Amigos ,22/05/2003,https://enciclopedia.itaucultural.org.br/evento359561/meus-amigos,22.05.2003 - 19.07.2003,Brasil / São Paulo / São Paulo ," Espaço MAM - Villa-Lobos (São Paulo, SP)",Coletiva
178,Leonilson na XVIII Bienal de São Paulo - 1985,15/06/2003,https://enciclopedia.itaucultural.org.br/evento362019/leonilson-na-xviii-bienal-de-sao-paulo-1985,15.06.2003 - 20.07.2003,Brasil / São Paulo / São Paulo , Pinacoteca do Estado de São Paulo (Pina_),Individual
179,Projeto em Preto e Branco,24/06/2003,https://enciclopedia.itaucultural.org.br/evento361518/projeto-em-preto-e-branco,24.06.2003 - 19.07.2003,Brasil / Rio de Janeiro / Rio de Janeiro , Silvia Cintra Galeria de Arte ,Coletiva
180,"Leonilson: fique firme, seja forte",03/07/2003,https://enciclopedia.itaucultural.org.br/evento364470/leonilson-fique-firme-seja-forte,03.07.2003 - 31.07.2003,Brasil / São Paulo / São Paulo , Galeria Luisa Strina,Exposição
181,Ordenação e Vertigem,02/08/2003,https://enciclopedia.itaucultural.org.br/evento364400/ordenacao-e-vertigem,02.08.2003 - 12.10.2003,Brasil / São Paulo / São Paulo , Centro Cultural Banco do Brasil (CCBB São Paulo),Coletiva
182,Arte em Movimento,12/08/2003,https://enciclopedia.itaucultural.org.br/evento365725/arte-em-movimento,12.08.2003 - 12.09.2003,Brasil / Rio de Janeiro / Rio de Janeiro,,Coletiva
183,28º Panorama de Arte  Brasileira,16/10/2003,https://enciclopedia.itaucultural.org.br/evento365170/28-panorama-de-arte-brasileira,16.10.2003 - 30.11.2003,Brasil / São Paulo / São Paulo , Museu de Arte Moderna de São Paulo (MAM/SP),"
            Classificação
            
Exposição

"
184,Imagética,25/10/2003,https://enciclopedia.itaucultural.org.br/evento535172/imagetica,25.10.2003 - 18.01.2004,Brasil / Paraná / Curitiba , Museu da Gravura Cidade de Curitiba,Exposição
185,Imagética ,25/10/2003,https://enciclopedia.itaucultural.org.br/evento535221/imagetica,25.10.2003 - 18.01.2004,Brasil / Paraná / Curitiba , Cinemateca de Curitiba,Exposição
186,Tomie Ohtake na Trama Espiritual da Arte Brasileira: exposição comemorativa dos 90 anos da artista,19/11/2003,https://enciclopedia.itaucultural.org.br/evento373451/tomie-ohtake-na-trama-espiritual-da-arte-brasileira-exposicao-comemorativa-dos-90-anos-da-artista,19.11.2003 - 11.01.2004,Brasil / São Paulo / São Paulo , Instituto Tomie Ohtake,Exposição
187,A Nova Geometria ,28/11/2003,https://enciclopedia.itaucultural.org.br/evento374585/a-nova-geometria,28.11.2003 - 17.01.2004,Brasil / São Paulo / São Paulo , Galeria Fortes Vilaça,Coletiva
188,Arteconhecimento: 70 anos USP ,18/12/2003,https://enciclopedia.itaucultural.org.br/evento376828/arteconhecimento-70-anos-usp,18.12.2003 - 30.04.2004,Brasil / São Paulo / São Paulo , Museu de Arte Contemporânea da Universidade de São Paulo (MAC/USP),Coletiva
189,Tomie Ohtake na Trama Espiritual da Arte Brasileira: exposição comemorativa dos 90 anos da artista,05/02/2004,https://enciclopedia.itaucultural.org.br/evento378612/tomie-ohtake-na-trama-espiritual-da-arte-brasileira-exposicao-comemorativa-dos-90-anos-da-artista,05.02.2004 - 28.03.2004,Brasil / Rio de Janeiro / Rio de Janeiro , Museu Nacional de Belas Artes (MNBA),Exposição
190,Tomie Ohtake na Trama Espiritual da Arte Brasileira: exposição comemorativa dos 90 anos da artista,28/04/2004,https://enciclopedia.itaucultural.org.br/evento527308/tomie-ohtake-na-trama-espiritual-da-arte-brasileira-exposicao-comemorativa-dos-90-anos-da-artista,28.04.2004 - 07.07.2004,Brasil / Paraná / Curitiba , Museu Oscar Niemeyer,Exposição
191,"Onde Está Você, Geração 80?",13/07/2004,https://enciclopedia.itaucultural.org.br/evento395900/onde-esta-voce-geracao-80,13.07.2004 - 26.09.2004,Brasil / Rio de Janeiro / Rio de Janeiro , Centro Cultural Banco do Brasil (CCBB Rio),Coletiva
192,28º Panorama de Arte Brasileira,16/12/2004,https://enciclopedia.itaucultural.org.br/evento380565/28-panorama-de-arte-brasileira,16.12.2004 - 15.02.2004,Brasil / Rio de Janeiro / Rio de Janeiro , Paço Imperial ,28º Panorama de Arte Atual Brasileira 
193,28º Panorama de Arte Brasileira,2004,https://enciclopedia.itaucultural.org.br/evento631645/28-panorama-de-arte-brasileira,2004,Brasil / Pernambuco / Recife , Museu de Arte Moderna Aloísio Magalhães,"
            Classificação
            
Exposição

"
194,Arte Brasileira: nas coleções públicas e privadas do Ceará,13/05/2005,https://enciclopedia.itaucultural.org.br/evento432115/arte-brasileira-nas-colecoes-publicas-e-privadas-do-ceara,13.05.2005 - 14.08.2005,Brasil / Ceará / Fortaleza , Fundação Edson Queiroz,Coletiva
195,"Dor, Forma,  Beleza: a representação criadora da experiência traumática ",24/07/2005,https://enciclopedia.itaucultural.org.br/evento424440/dor-forma-beleza-a-representacao-criadora-da-experiencia-traumatica,24.07.2005 - 04.09.2005,Brasil / São Paulo / São Paulo , Estação Pinacoteca ,Coletiva
196,Jogo da Memória,16/08/2005,https://enciclopedia.itaucultural.org.br/evento428058/jogo-da-memoria,16.08.2005 - 25.09.2005,Brasil / Rio de Janeiro / Rio de Janeiro,,Coletiva
197,Leonilson: desenhos,22/11/2005,https://enciclopedia.itaucultural.org.br/evento432033/leonilson-desenhos,22.11.2005 - 27.01.2006,Brasil / São Paulo / São Paulo , Galeria Luisa Strina,Individual
198,N_múltiplos,23/11/2005,https://enciclopedia.itaucultural.org.br/evento431997/n_multiplos,23.11.2005 - 28.01.2006,Brasil / Rio de Janeiro / Rio de Janeiro , Arte 21 Galeria,"
            Classificação
            
Exposição

"
199,"Onde Está Você, Geração 80?",2005,https://enciclopedia.itaucultural.org.br/evento642668/onde-esta-voce-geracao-80,2005,Brasil / Pernambuco / Recife , Museu do Estado de Pernambuco,Coletiva
200,Designu Desdobramentos,13/07/2006,https://enciclopedia.itaucultural.org.br/evento443075/designu-desdobramentos,13.07.2006 - 20.07.2006,Brasil / Ceará / Fortaleza , Museu de Arte Contemporânea do Ceará,Coletiva
201,"Sem Título, 2006. Comodato Eduardo Brandão e Jan Fjeld",27/07/2006,https://enciclopedia.itaucultural.org.br/evento650074/sem-titulo-2006-comodato-eduardo-brandao-e-jan-fjeld,27.07.2006 - 10.09.2006,Brasil / São Paulo / São Paulo , Museu de Arte Moderna de São Paulo (MAM/SP),Coletiva
202,MAM [na] OCA: Arte Brasileira do Acervo do Museu de Arte Moderna de São Paulo,03/10/2006,https://enciclopedia.itaucultural.org.br/evento447899/mam-na-oca-arte-brasileira-do-acervo-do-museu-de-arte-moderna-de-sao-paulo,03.10.2006 - 10.10.2006,Brasil / São Paulo / São Paulo , Oca,Exposição
203,Deserto,11/10/2006,https://enciclopedia.itaucultural.org.br/evento447842/deserto,11.10.2006 - 07.12.2006,Brasil / Santa Catarina / Florianópolis , Museu Victor Meirelles,Individual
204,Itaú Contemporâneo: arte no Brasil 1981-2006,21/03/2007,https://enciclopedia.itaucultural.org.br/evento460230/itau-contemporaneo-arte-no-brasil-1981-2006,21.03.2007 - 27.05.2007,Brasil / São Paulo / São Paulo , Itaú Cultural,Coletiva
205,"80/90: modernos, pós-modernos, etc ",25/05/2007,https://enciclopedia.itaucultural.org.br/evento566470/80-90-modernos-pos-modernos-etc,25.05.2007 - 17.07.2007,Brasil / São Paulo / São Paulo , Instituto Tomie Ohtake,Coletiva
206,Diário de Bordo: uma viagem com Leonilson ,20/09/2007,https://enciclopedia.itaucultural.org.br/evento479644/diario-de-bordo-uma-viagem-com-leonilson,20.09.2007 - 04.11.2007,Brasil / São Paulo / São Paulo , Caixa Cultural São Paulo,Individual
207,Acervo do Margs - Expressividade na Arte Brasileira,11/03/2008,https://enciclopedia.itaucultural.org.br/evento564470/acervo-do-margs-expressividade-na-arte-brasileira,11.03.2008 - 06.04.2008,Brasil / Rio Grande do Sul / Porto Alegre , Museu de Artes Visuais Ruth Schneider,Coletiva
208,Quando Vidas se Tornam Forma: diálogo com o futuro Brasil-Japão,11/04/2008,https://enciclopedia.itaucultural.org.br/evento492906/quando-vidas-se-tornam-forma-dialogo-com-o-futuro-brasil-japao,11.04.2008 - 22.06.2008,Brasil / São Paulo / São Paulo , Museu de Arte Moderna de São Paulo (MAM/SP),Exposição
209,Individual de Leonilson,20/06/2008,https://enciclopedia.itaucultural.org.br/evento501275/individual-de-leonilson,20.06.2008 - 24.08.2008,Brasil / São Paulo / São Paulo , Centro Universitário Maria Antonia,Individual
210,Todos Somos Um,04/09/2008,https://enciclopedia.itaucultural.org.br/evento512787/todos-somos-um,04.09.2008 - 12.10.2008,Brasil / Distrito Federal / Brasília,,Coletiva
211,MAM 60,16/10/2008,https://enciclopedia.itaucultural.org.br/evento513692/mam-60,16.10.2008 - 14.12.2008,Brasil / São Paulo / São Paulo , Oca,Coletiva
212,When Lives Become Form - Contemporary Brazilian Art: 1960s to the Present,22/10/2008,https://enciclopedia.itaucultural.org.br/evento649906/when-lives-become-form-contemporary-brazilian-art-1960s-to-the-present,22.10.2008 - 12.01.2009,Japão / Honshu / Tóquio , Museum of Contemporary Art Tokyo,Coletiva
213,Brasil Brasileiro,26/12/2008,https://enciclopedia.itaucultural.org.br/evento518933/brasil-brasileiro,26.12.2008 - 04.01.2009,Brasil / São Paulo / São Paulo , Centro Cultural Banco do Brasil (CCBB São Paulo),Coletiva
214,Atenção: estratégias para perceber a arte ,15/01/2009,https://enciclopedia.itaucultural.org.br/evento516522/atencao-estrategias-para-perceber-a-arte,15.01.2009 - 22.03.2009,Brasil / São Paulo / São Paulo , Museu de Arte Moderna de São Paulo (MAM/SP),Coletiva
215,Brasil Brasileiro,20/01/2009,https://enciclopedia.itaucultural.org.br/evento519213/brasil-brasileiro,20.01.2009 - 05.04.2009,Brasil / Rio de Janeiro / Rio de Janeiro , Centro Cultural Banco do Brasil (CCBB Rio),Coletiva
216,Memorial Revisitado: 20 anos,19/02/2009,https://enciclopedia.itaucultural.org.br/evento519743/memorial-revisitado-20-anos,19.02.2009 - 31.03.2009,Brasil / São Paulo / São Paulo , Galeria Marta Traba,Coletiva
217,Um Mundo Sem Molduras,26/03/2009,https://enciclopedia.itaucultural.org.br/evento522203/um-mundo-sem-molduras,26.03.2009 - 17.05.2009,Brasil / São Paulo / São Paulo , Museu de Arte Contemporânea da Universidade de São Paulo (MAC/USP),Coletiva
218,Viagem a Campos – O MAM-SP visita o Palácio Boa Vista,11/06/2009,https://enciclopedia.itaucultural.org.br/evento650261/viagem-a-campos-o-mam-sp-visita-o-palacio-boa-vista,11.06.2009 - 27.09.2009,Brasil / São Paulo / São Paulo , Palácio dos Bandeirantes,Coletiva
219,O Jovem Leonilson: desenhos 1974-1982,11/10/2009,https://enciclopedia.itaucultural.org.br/evento533458/o-jovem-leonilson-desenhos-1974-1982,11.10.2009 - 11.11.2009,Brasil / São Paulo / São Paulo , Galeria Luisa Strina,Exposição
220,When Lives Become Form - Contemporary Brazilian Art: 1960s to the Present,05/11/2009,https://enciclopedia.itaucultural.org.br/evento649907/when-lives-become-form-contemporary-brazilian-art-1960s-to-the-present,05.11.2009 - 31.01.2010,Estados Unidos / Califórnia / San Francisco ," Yerba Buena Center for the Arts (San Frnacisco, Estados Unidos)",Coletiva
221,Coletiva 09,16/12/2009,https://enciclopedia.itaucultural.org.br/evento567295/coletiva-09,16.12.2009 - 20.02.2010,Brasil / Rio de Janeiro / Rio de Janeiro , Galeria Mercedes Viegas Arte Contemporânea,Coletiva
222,Preto no Branco: do concreto ao contemporâneo,23/04/2010,https://enciclopedia.itaucultural.org.br/evento548070/preto-no-branco-do-concreto-ao-contemporaneo,23.04.2010 - 23.05.2010,Brasil / São Paulo / São Paulo , Galeria Arvani Arte,Coletiva
223,Recortes de uma Coleção,26/04/2010,https://enciclopedia.itaucultural.org.br/evento551422/recortes-de-uma-colecao,26.04.2010 - 22.05.2010,Brasil / São Paulo / São Paulo , Ricardo Camargo Galeria,Coletiva
224,A Céu Aberto,30/05/2010,https://enciclopedia.itaucultural.org.br/evento634406/a-ceu-aberto,30.05.2010 - 05.09.2010,Brasil / Rio de Janeiro / Rio de Janeiro , Casa França-Brasil,Coletiva
225,29ª Bienal Internacional de São Paulo,25/09/2010,https://enciclopedia.itaucultural.org.br/evento558985/29-bienal-internacional-de-sao-paulo,25.09.2010 - 12.12.2010,Brasil / São Paulo / São Paulo , Fundação Bienal de São Paulo,"
            Classificação
            
Exposição

"
226,29ª Bienal de São Paulo: obras selecionadas,19/01/2011,https://enciclopedia.itaucultural.org.br/evento570953/29-bienal-de-sao-paulo-obras-selecionadas,19.01.2011 - 20.03.2011,Brasil / Minas Gerais / Belo Horizonte,,Coletiva
227,Sob o Peso dos Meus Amores,17/03/2011,https://enciclopedia.itaucultural.org.br/evento572925/sob-o-peso-dos-meus-amores,17.03.2011 - 29.05.2011,Brasil / São Paulo / São Paulo , Itaú Cultural,Individual
228,"Sob o Peso dos Meus Amores (2011 : São Paulo, SP : Capela do Morumbi)",29/03/2011,https://enciclopedia.itaucultural.org.br/evento573553/sob-o-peso-dos-meus-amores-2011-sao-paulo-sp-capela-do-morumbi,29.03.2011 - 29.05.2011,Brasil / São Paulo / São Paulo,,Exposição
229,Sobrevitória,25/05/2011,https://enciclopedia.itaucultural.org.br/evento598879/sobrevitoria,25.05.2011 - 24.07.2011,Brasil / Espírito Santo / Vitória , Museu de Arte do Espírito Santo Dionísio Del Santo (MAES),Exposição
230,É Assim Mesmo!,19/06/2011,https://enciclopedia.itaucultural.org.br/evento588781/e-assim-mesmo,19.06.2011 - 07.08.2011,Brasil / Rio de Janeiro / Rio de Janeiro , Museu de Arte Moderna do Rio de Janeiro (MAM/RJ),Coletiva
231,Labirintos da Iconografia,29/06/2011,https://enciclopedia.itaucultural.org.br/evento599438/labirintos-da-iconografia,29.06.2011 - 14.08.2011,Brasil / Rio Grande do Sul / Porto Alegre , Museu de Arte do Rio Grande do Sul Ado Malagoli,Coletiva
232,"1911-2011 - Arte Brasileira e Depois, na Coleção Itaú ",04/07/2011,https://enciclopedia.itaucultural.org.br/evento585133/1911-2011-arte-brasileira-e-depois-na-colecao-itau,04.07.2011 - 25.09.2011,Brasil / Minas Gerais / Belo Horizonte , Fundação Clóvis Salgado. Palácio das Artes ,Coletiva
233,Recortes de uma coleção,26/09/2011,https://enciclopedia.itaucultural.org.br/evento603328/recortes-de-uma-colecao,26.09.2011 - 22.10.2011,Brasil / São Paulo / São Paulo,,Coletiva
234,"1911-2011 - Arte Brasileira e Depois, na Coleção Itaú",27/04/2012,https://enciclopedia.itaucultural.org.br/evento609207/1911-2011-arte-brasileira-e-depois-na-colecao-itau,27.04.2012 - 19.08.2012,Brasil / Paraná / Curitiba , Museu Oscar Niemeyer,Coletiva
235,Trajetórias - Arte Brasileira na Coleção Fundação Edson Queiroz - Unifor 40 Anos,21/03/2013,https://enciclopedia.itaucultural.org.br/evento632207/trajetorias-arte-brasileira-na-colecao-fundacao-edson-queiroz-unifor-40-anos,21.03.2013 - 08.12.2013,Brasil / Ceará / Fortaleza , Fundação Edson Queiroz,Coletiva
236,As Tramas do Tempo na Arte Contemporânea: estética ou  poética? ,13/04/2013,https://enciclopedia.itaucultural.org.br/evento634140/as-tramas-do-tempo-na-arte-contemporanea-estetica-ou-poetica,13.04.2013 - 31.12.2013,Brasil / São Paulo / Ribeirão Preto , Instituto Figueiredo Ferraz,Exposição
237,O Artista como Autor. O Artista Como Editor,15/06/2013,https://enciclopedia.itaucultural.org.br/evento632326/o-artista-como-autor-o-artista-como-editor,15.06.2013 - 03.05.2015,Brasil / São Paulo / São Paulo , Museu de Arte Contemporânea da Universidade de São Paulo (MAC/USP),Coletiva
238,30 X Bienal: Transformações na Arte Brasileira da 1ª à 30ª edição,21/09/2013,https://enciclopedia.itaucultural.org.br/evento640579/30-x-bienal-transformacoes-na-arte-brasileira-da-1-a-30-edicao,21.09.2013 - 08.12.2013,Brasil / São Paulo / São Paulo , Fundação Bienal de São Paulo,Exposição
239,140 caracteres ,29/01/2014,https://enciclopedia.itaucultural.org.br/evento641163/140-caracteres,29.01.2014 - 16.03.2014,Brasil / São Paulo / São Paulo , Museu de Arte Moderna de São Paulo (MAM/SP),Coletiva
240,Galeria Luisa Strina,15/03/2014,https://enciclopedia.itaucultural.org.br/evento648893/galeria-luisa-strina,15.03.2014 - 17.05.2014,Brasil / São Paulo / Ribeirão Preto , Instituto Figueiredo Ferraz,Coletiva
241,Unbound: Contemporary Art After Frida Kahlo,03/05/2014,https://enciclopedia.itaucultural.org.br/evento649685/unbound-contemporary-art-after-frida-kahlo,03.05.2014 - 05.10.2014,Estados Unidos / Illinois / Chicago , Museum of Contemporary Art Chicago,Coletiva
242,Diálogos com Palatnik,03/07/2014,https://enciclopedia.itaucultural.org.br/evento638444/dialogos-com-palatnik,03.07.2014 - 15.08.2014,Brasil / São Paulo / São Paulo , Museu de Arte Moderna de São Paulo (MAM/SP),Coletiva
243,"Edições e Múltiplos: do concretismo ao contemporâneo (2014 : São Paulo, SP)",29/11/2014,https://enciclopedia.itaucultural.org.br/evento636319/edicoes-e-multiplos-do-concretismo-ao-contemporaneo-2014-sao-paulo-sp,29.11.2014 - 20.01.2014,Brasil / São Paulo / São Paulo , Galeria Superfície ,Coletiva
244,Afetividades Eletivas,03/12/2014,https://enciclopedia.itaucultural.org.br/evento641152/afetividades-eletivas,03.12.2014 - 01.03.2015,Brasil / Minas Gerais / Belo Horizonte , Galeria de Arte do Centro Cultural Minas Tênis Clube,Coletiva
245,A Queda do Céu,10/04/2015,https://enciclopedia.itaucultural.org.br/evento636449/a-queda-do-ceu,10.04.2015 - 05.07.2015,Brasil / São Paulo / São Paulo , Paço das Artes,Coletiva
246,Geração 80: ousadia & afirmação,18/06/2015,https://enciclopedia.itaucultural.org.br/evento635933/geracao-80-ousadia-afirmacao,18.06.2015 - 01.08.2015,Brasil / Paraná / Curitiba , Simões de Assis Galeria de Arte,Coletiva
247,Atributos do Silêncio,31/08/2015,https://enciclopedia.itaucultural.org.br/evento558026/atributos-do-silencio,31.08.2015 - 26.09.2015,Brasil / São Paulo / São Paulo , Galeria Bergamin & Gomide,Coletiva
248,Múltiplos,16/12/2015,https://enciclopedia.itaucultural.org.br/evento645352/multiplos,16.12.2015 - 20.02.2016,Brasil / Santa Catarina / Florianópolis , Museu Victor Meirelles,Coletiva
249,Natureza Franciscana,07/02/2016,https://enciclopedia.itaucultural.org.br/evento639882/natureza-franciscana,07.02.2016 - 05.06.2016,Brasil / São Paulo / São Paulo , Museu de Arte Moderna de São Paulo (MAM/SP),Coletiva
250,Os Muitos e o Um: Arte Contemporânea Brasileira,04/09/2016,https://enciclopedia.itaucultural.org.br/evento432213/os-muitos-e-o-um-arte-contemporanea-brasileira,04.09.2016 - 23.10.2016,Brasil / São Paulo / São Paulo , Instituto Tomie Ohtake,Exposição
251,Limiar de Lugar Algum,20/04/2017,https://enciclopedia.itaucultural.org.br/evento647827/limiar-de-lugar-algum,20.04.2017 - 14.05.2017,Brasil / Distrito Federal / Brasília , Museu Nacional da República,Coletiva
252,Modos de Ver o Brasil: Itaú Cultural 30 Anos,25/05/2017,https://enciclopedia.itaucultural.org.br/evento642868/modos-de-ver-o-brasil-itau-cultural-30-anos,25.05.2017 - 13.08.2017,Brasil / São Paulo / São Paulo , Oca,Coletiva
253,do silêncio: vers Leonilson,11/08/2017,https://enciclopedia.itaucultural.org.br/evento649237/do-silencio-vers-leonilson,11.08.2017 - 29.10.2017,Brasil / São Paulo / São Paulo , Galeria de Arte Marilia Razuk ,Individual
254,Queermuseu: cartografias da diferença na arte brasileira,15/08/2017,https://enciclopedia.itaucultural.org.br/evento642709/queermuseu-cartografias-da-diferenca-na-arte-brasileira,15.08.2017 - 10.09.2017,Brasil / Rio Grande do Sul / Porto Alegre , Farol Santander Porto Alegre,Coletiva
255,Passado/Futuro/Presente: arte contemporânea brasileira no acervo do Museu de Arte Moderna de São Paulo,01/09/2017,https://enciclopedia.itaucultural.org.br/evento642876/passado-futuro-presente-arte-contemporanea-brasileira-no-acervo-do-museu-de-arte-moderna-de-sao-paulo,01.09.2017 - 31.12.2017,América do Norte / Estados Unidos / Arizona / Phoenix , Phoenix Art Museum,Exposição
256,Matriz do Tempo Real,13/01/2018,https://enciclopedia.itaucultural.org.br/evento650310/matriz-do-tempo-real,13.01.2018 - 18.03.2018,Brasil / São Paulo / São Paulo , Museu de Arte Contemporânea da Universidade de São Paulo (MAC/USP),Coletiva
257,Da Terra Brasilis à Aldeia Global,20/03/2018,https://enciclopedia.itaucultural.org.br/evento454501/da-terra-brasilis-a-aldeia-global,20.03.2018 - 24.03.2018,Brasil / Ceará / Fortaleza , Fundação Edson Queiroz,Coletiva
258,O mundo como Armazém,18/04/2018,https://enciclopedia.itaucultural.org.br/evento645809/o-mundo-como-armazem,18.04.2018 - 09.07.2018,Brasil / Santa Catarina / Florianópolis ," Centro Integrado de Cultura (Florianópolis, SC)",Exposição
259,16º Projeto Armazém no MASC o mundo como armazém,18/04/2018,https://enciclopedia.itaucultural.org.br/evento648181/16-projeto-armazem-no-masc-o-mundo-como-armazem,18.04.2018 - 03.06.2018,Brasil / Santa Catarina / Florianópolis , Museu de Arte de Santa Catarina (Masc),Coletiva
