,title,date,url,data_page_datail,cidade,local,tipo_evento
0,Desenho Jovem,08/07/1980,https://enciclopedia.itaucultural.org.br/evento81619/desenho-jovem,08.07.1980,Brasil / São Paulo / São Paulo , Museu de Arte Contemporânea da Universidade de São Paulo (MAC/USP),Coletiva
1,12º Panorama de Arte Atual Brasileira,13/11/1980,https://enciclopedia.itaucultural.org.br/evento225959/12-panorama-de-arte-atual-brasileira,13.11.1980 - 01.1981,Brasil / São Paulo / São Paulo , Museu de Arte Moderna de São Paulo (MAM/SP),Exposição
2,Leonilson e Luiz Zerbini,1980,https://enciclopedia.itaucultural.org.br/evento249348/leonilson-e-luiz-zerbini,1980,Brasil / São Paulo / São Paulo ," Teatro Lira Paulistana (São Paulo, SP)",Coletiva
3,Individual de Leonilson,1981,https://enciclopedia.itaucultural.org.br/evento249293/individual-de-leonilson,1981,Espanha / Madri / Madri,,Individual
4,Giovane Arte Internazionale ,1981,https://enciclopedia.itaucultural.org.br/evento249349/giovane-arte-internazionale,1981,Itália / Lombardia / Lecco ," Galleria Giuli (Lecco, Itália)",Coletiva
5,Leonilson e Luiz Zerbini,1981,https://enciclopedia.itaucultural.org.br/evento249353/leonilson-e-luiz-zerbini,1981,Espanha / Madri / Madri ," Galeria de Arte da Casa do Brasil (Madri, Espanha)",Coletiva
6,Individual de Leonilson,1982,https://enciclopedia.itaucultural.org.br/evento249294/individual-de-leonilson,1982,Itália / Emília Romana / Bolonha ," Galleria Pellegrino (Bolonha, Itália)",Individual
7,À Flor da Pele: pintura e prazer,02/05/1983,https://enciclopedia.itaucultural.org.br/evento249290/a-flor-da-pele-pintura-e-prazer,02.05.1983 - 23.05.1983,Brasil / Rio de Janeiro / Rio de Janeiro , Galeria do Centro Empresarial Rio,Coletiva
8,Individual de Leonilson ,17/05/1983,https://enciclopedia.itaucultural.org.br/evento249295/individual-de-leonilson,17.05.1983 - 10.06.1983,Brasil / São Paulo / São Paulo , Galeria Luisa Strina,Individual
9,13 Artistas/13 Obras,09/08/1983,https://enciclopedia.itaucultural.org.br/evento249195/13-artistas-13-obras,09.08.1983 - 24.08.1983,Brasil / Rio de Janeiro / Rio de Janeiro , Thomas Cohn Arte Contemporânea,Exposição
10,Individual de Leonilson ,05/10/1983,https://enciclopedia.itaucultural.org.br/evento249278/individual-de-leonilson,05.10.1983,Brasil / Rio Grande do Sul / Porto Alegre , Galeria Tina Zappoli,Individual
11,6º Salão Nacional de Artes Plásticas,02/12/1983,https://enciclopedia.itaucultural.org.br/evento235535/6-salao-nacional-de-artes-plasticas,02.12.1983 - 06.01.1984,Brasil / Rio de Janeiro / Rio de Janeiro , Museu de Arte Moderna do Rio de Janeiro (MAM/RJ),6º Salão Nacional da Aiba
12,Individual de Leonilson,1983,https://enciclopedia.itaucultural.org.br/evento249296/individual-de-leonilson,1983,Brasil / Rio de Janeiro / Rio de Janeiro , Thomas Cohn Arte Contemporânea,Individual
13,Brasil Pintura,1983,https://enciclopedia.itaucultural.org.br/evento249354/brasil-pintura,1983,Brasil / Minas Gerais / Belo Horizonte , Fundação Clóvis Salgado. Palácio das Artes ,Exposição
14,Papel,1983,https://enciclopedia.itaucultural.org.br/evento249357/papel,1983,Brasil / Rio de Janeiro / Rio de Janeiro , Thomas Cohn Arte Contemporânea,Coletiva
15,Arte na Rua,1983,https://enciclopedia.itaucultural.org.br/evento86408/arte-na-rua,1983 - 1983,Brasil / São Paulo / São Paulo , Museu de Arte Contemporânea da Universidade de São Paulo (MAC/USP),"
            Classificação
            
Exposição

"
16,Stand 320: jovem pintura brasileira,31/05/1984,https://enciclopedia.itaucultural.org.br/evento249426/stand-320-jovem-pintura-brasileira,31.05.1984 - 20.06.1984,Brasil / Rio de Janeiro / Rio de Janeiro , Thomas Cohn Arte Contemporânea,Coletiva
17,Coleção Gilberto Chateaubriand: retrato e auto-retrato da arte brasileira,05/1984,https://enciclopedia.itaucultural.org.br/evento83512/colecao-gilberto-chateaubriand-retrato-e-auto-retrato-da-arte-brasileira,05.1984 - 06.1984,Brasil / São Paulo / São Paulo , Museu de Arte Moderna de São Paulo (MAM/SP),Coletiva
18,"Como Vai Você, Geração 80?",14/07/1984,https://enciclopedia.itaucultural.org.br/evento83465/como-vai-voce-geracao-80,14.07.1984 - 12.08.1984,Brasil / Rio de Janeiro / Rio de Janeiro , Escola de Artes Visuais do Parque Lage (EAV Parque Lage),Coletiva
19,"Leda Catunda, Sérgio Romagnolo, Ciro Cozzolino e Leonilson",14/08/1984,https://enciclopedia.itaucultural.org.br/evento249380/leda-catunda-sergio-romagnolo-ciro-cozzolino-e-leonilson,14.08.1984 - 07.09.1984,Brasil / São Paulo / São Paulo , Galeria Luisa Strina,Coletiva
20,Arte Brasileira Atual ,06/12/1984,https://enciclopedia.itaucultural.org.br/evento83462/arte-brasileira-atual,06.12.1984 - 13.01.1985,Brasil / Rio de Janeiro / Niterói , Galeria de Arte UFF,Coletiva
21,Individual de Leonilson,1984,https://enciclopedia.itaucultural.org.br/evento249298/individual-de-leonilson,1984,Brasil / Ceará / Fortaleza,,Individual
22,13ª Bienal de Paris,1984,https://enciclopedia.itaucultural.org.br/evento81825/13-bienal-de-paris,1984,França / Ile de France / Paris,,Coletiva
23,Individual de Leonilson,12/03/1985,https://enciclopedia.itaucultural.org.br/evento249300/individual-de-leonilson,12.03.1985 - 05.04.1985,Brasil / São Paulo / São Paulo , Galeria Luisa Strina,Individual
24,Velha Mania: desenho brasileiro ,08/08/1985,https://enciclopedia.itaucultural.org.br/evento84091/velha-mania-desenho-brasileiro,08.08.1985 - 31.08.1985,Brasil / Rio de Janeiro / Rio de Janeiro , Escola de Artes Visuais do Parque Lage (EAV Parque Lage),Coletiva
25,18ª Bienal Internacional de São Paulo,04/10/1985,https://enciclopedia.itaucultural.org.br/evento80219/18-bienal-internacional-de-sao-paulo,04.10.1985 - 15.12.1985,Brasil / São Paulo / São Paulo , Fundação Bienal de São Paulo,Exposição
26,Individual de Leonilson,05/11/1985,https://enciclopedia.itaucultural.org.br/evento249252/individual-de-leonilson,05.11.1985 - 23.11.1985,Brasil / Distrito Federal / Brasília , Espaço Capital Arte Contemporânea,Individual
27,Individual de Leonilson,1985,https://enciclopedia.itaucultural.org.br/evento249301/individual-de-leonilson,1985,Brasil / Rio de Janeiro / Rio de Janeiro , Thomas Cohn Arte Contemporânea,Individual
28,Brasilidade e Independência ,1985,https://enciclopedia.itaucultural.org.br/evento83996/brasilidade-e-independencia,1985,Brasil / Distrito Federal / Brasília , Teatro Nacional Cláudio Santoro,Coletiva
29,Nueva Pintura Brasileña,1985,https://enciclopedia.itaucultural.org.br/evento249373/nueva-pintura-brasilena,1985,Argentina / Buenos Aires / Buenos Aires ," Centro de Arte y Comunicación (Buenos Aires, Argentina)",Exposição
30,Transvanguarda e Culturas Nacionais,17/02/1986,https://enciclopedia.itaucultural.org.br/evento87152/transvanguarda-e-culturas-nacionais,17.02.1986,Brasil / Rio de Janeiro / Rio de Janeiro , Museu de Arte Moderna do Rio de Janeiro (MAM/RJ),Coletiva
31,Imagine: o planeta saúda o cometa ,17/04/1986,https://enciclopedia.itaucultural.org.br/evento87001/imagine-o-planeta-sauda-o-cometa,17.04.1986 - 17.05.1986,Brasil / Ceará / Fortaleza ," Arte Galeria (Fortaleza, CE)",Coletiva
32,Coleção Rubem Knijnik: arte brasileira anos 60/70/80 ,12/06/1986,https://enciclopedia.itaucultural.org.br/evento221362/colecao-rubem-knijnik-arte-brasileira-anos-60-70-80,12.06.1986 - 12.08.1986,Brasil / Rio Grande do Sul / Porto Alegre , Museu de Arte do Rio Grande do Sul Ado Malagoli,Coletiva
33,1ª Exposição Internacional de Esculturas Efêmeras,09/1986,https://enciclopedia.itaucultural.org.br/evento238990/1-exposicao-internacional-de-esculturas-efemeras,09.1986 - 11.1986,Brasil / Ceará / Fortaleza,,Coletiva
34,A Nova Dimensão do Objeto ,09/1986,https://enciclopedia.itaucultural.org.br/evento87111/a-nova-dimensao-do-objeto,09.1986 - 10.1986,Brasil / São Paulo / São Paulo , Museu de Arte Contemporânea da Universidade de São Paulo (MAC/USP),Coletiva
35,Caminhos do Desenho Brasileiro,12/11/1986,https://enciclopedia.itaucultural.org.br/evento87042/caminhos-do-desenho-brasileiro,12.11.1986 - 06.12.1986,Brasil / Rio Grande do Sul / Porto Alegre , Museu de Arte do Rio Grande do Sul Ado Malagoli,Coletiva
36,Leonilson e Albert Hien ,1986,https://enciclopedia.itaucultural.org.br/evento249376/leonilson-e-albert-hien,1986,Alemanha / Bayern / Munique ," Galeria Walter Storms (Munique, Alemanha)",Coletiva
37,O Pescador de Palavras,17/03/1987,https://enciclopedia.itaucultural.org.br/evento249248/o-pescador-de-palavras,17.03.1987 - 14.04.1987,Brasil / São Paulo / São Paulo , Galeria Luisa Strina,Individual
